Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Total IDA and IBRD Commitment $US,Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2,
,Latin America and Caribbean,Sint Maarten,Active,Sint Maarten Enterprise Support Project,"The development objective is to support the recovery of micro, small, and medium sized enterprises through direct financial assistan ce to contribute to the restoration of economic activity.",National Recovery Program Bureau,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P168549,"April 4, 2019","June 30, 2025",,Grants,35000000,,,35000000,"35,000,000",National Recovery Program Bureau,Investment Project Financing,F,,"Other Industry, Trade and Services","Public Administration - Industry, Trade and Services",,,,P168549
,South Asia,Republic of India,Active,Program Towards Elimination of Tuberculosis,To improve the coverage and quality of TB control interventions in the private and public sector in targeted states of India,Ministry of Health and Family Welfare,No,https://projects.worldbank.org/en/projects-operations/project-detail/P167523,"March 29, 2019","June 30, 2024",,Other,0,,,0,,Republic of India,Program-for-Results Financing,,,ICT Services,Health,Public Administration - Health,,,P167523
,South Asia,People's Republic of Bangladesh,Active,Dhaka City Neighborhood Upgrading Project,To enhance public spaces and improve urban services in selected neighborhoods in Dhaka.,Dhaka South City Corporation,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165477,"March 29, 2019","June 30, 2024",,Other,0,,,0,,People’s Republic of Bangladesh,Investment Project Financing,B,,Sub-National Government,,,,,P165477
,Latin America and Caribbean,Co-operative Republic of Guyana,Active,Guyana Petroleum Resources Governance and Management Project,The project development objective is to support the enhancement of legal and institutional frameworks and the strengthening of the c apacity of key institutions to manage the oil and gas sector in Guyana.,Ministry of Natural Resources,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166730,"March 29, 2019","March 30, 2024",,IDA,0,,,0,,Co-operative Republic of Guyana,Investment Project Financing,B,,Oil and Gas,Public Administration - Energy and Extractives,ICT Services,,,P166730
,Western and Central Africa,Republic of Cote d'Ivoire,Active,Strategic Purchasing and Alignment of Resources & Knowledge in Health Project (SPARK-Health),"To improve the utilization and quality of health services towards reducing maternal and infant mortality, and to provide immediate a nd effective response to an eligible crisis or emergency, in the Recipient's territory.",Ministere de la Sante et de l'Hygiene Publique (MSHP),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167959,"March 22, 2019","June 30, 2025",,Grants,0,,,0,"20,000,000",THE REPUBLIC OF CÔTE D'IVOIRE,Investment Project Financing,B,,Health,Health Facilities and Construction,Public Administration - Health,,,P167959
,Eastern and Southern Africa,Democratic Republic of Sao Tome and Prin,Active,Sao Tome e Principe Transport Sector Development and Coastal Protection Project,"The proposed PDOs is to improve connectivity, sustainability, safety and climate resilience of selected roads.","INAE (instituto Nacional das Estradas), AFAP",No,https://projects.worldbank.org/en/projects-operations/project-detail/P161842,"March 22, 2019","June 30, 2024",,IDA,0,,,0,,"Ministry of Planning, Finance and Blue Economy",Investment Project Financing,B,,Rural and Inter-Urban Roads,Public Administration - Transportation,,,,P161842
,Eastern and Southern Africa,Republic of Mozambique,Active,Mozambique Disaster Risk Management and Resilience Program,The Program Development Objective is to strengthen the Government of Mozambique's program to finance and prepare for disaster respon se and to increase the climate resilience of vulnerable education infrastructure in risk-prone areas.,"Ministry of Education and Human Development, National Institute for Disaster Management and Risk Reduction (INGC)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166437,"March 19, 2019","June 30, 2024",,Grants,0,,,0,"6,000,000",Ministry of Economy and Finance,Program-for-Results Financing,,,Other Public Administration,Other Education,,,,P166437
,Western and Central Africa,Republic of Mali,Active,Mali - Accelerating Progress Towards Universal Health Coverage,"The objective of the project is to improve the utilization and quality of reproductive, maternal, neonatal, child, adolescent health  and nutrition services, especially among the poorest households, in targeted areas.",Ministère de la Santé et du Développement Social,No,https://projects.worldbank.org/en/projects-operations/project-detail/P165534,"March 19, 2019","December 31, 2023",,Grants,0,,,0,"10,000,000",Republic of Mali,Investment Project Financing,B,,Health,Public Administration - Health,,,,P165534
,Latin America and Caribbean,Commonwealth of Dominica,Active,Dominica Geothermal Risk Mitigation Project,"The objective of the proposed Project is to help: a) diversify the domestic power generation mix in Dominica by integrating clean, r enewable geothermal energy; and b) demonstrate the potential of  larger development of the geothermal resource.",Dominica Geothermal Development Company,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162149,"March 18, 2019","February 28, 2026",,Grants,54173000,,,54173000,"23,950,000",The Commonwealth of Dominica,Investment Project Financing,A,,Renewable Energy Geothermal,,,,,P162149
,East Asia and Pacific,Lao People's Democratic Republic,Active,Enhancing Public Finance Management through Information and Communication Technology and Skills (E-FITS) Project,"The PDO is to contribute to the coverage, timeliness, and transparency of financial reporting and to enhance public financial manage ment skills.",Ministry of Finance of Lao PDR,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167534,"March 14, 2019","August 31, 2025",,IDA,0,,,0,,Lao People's Democratic Republic,Investment Project Financing,C,,Central Government (Central Agencies),ICT Services,,,,P167534
,East Asia and Pacific,Lao People's Democratic Republic,Active,Reducing Rural Poverty and Malnutrition Project,"The Project Development Objective is to support the design and implementation of a nutrition-sensitive social assistance program to improve nutrition behaviors, and enhance the convergence of nutrition-focused interventions.",Ministry of Agriculture and Forestry,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162565,"March 14, 2019","March 31, 2024",,IDA,0,,,0,,Lao People’s Democratic Republic,Investment Project Financing,B,,Social Protection,ICT Services,Public Administration - Social Protection,,,P162565
,South Asia,Democratic Socialist Republic of Sri Lan,Active,Local Development Support Project,"To strengthen local government authorities' capabilities to deliver services to communities in a responsive and accountable manner, to support economic infrastructure development in participating provinces, and to provide immediate and effective response to an eli gible crisis or health emergency.",Ministry of State for Provincial Councils and Local Government,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163305,"March 14, 2019","July 31, 2023",,Other,101391000,,,101391000,,Democratic Socialist Republic of Sri Lanka,Investment Project Financing,B,,Sub-National Government,Social Protection,,,,P163305
,South Asia,People's Republic of Bangladesh,Active,Bangladesh Scaling-up Renewable Energy Project,"The Project Development Objective is to increase installed generation capacity of, and mobilize financing for, renewable energy in B angladesh.","Infrastructure Development Company Limited (IDCOL), Sustainable and Renewable Energy Development Authority (SREDA), Electricity Generation Company of Bangladesh (EGCB)",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161869,"March 1, 2019","July 31, 2025",,Grants,0,,,0,"88,250,000",People's Republic of Bangladesh,Investment Project Financing,B,,Renewable Energy Solar,Energy Transmission and Distribution,,,,P161869
,Eastern and Southern Africa,Republic of Madagascar,Active,Madagascar  - Least-Cost Electricity Access Development Project - LEAD,"The Project Development Objective is to increase access to electricity services for households, enterprises, and health facilities i n Madagascar.","JIRAMA, Ministère de l'Eau, de l'Energie et des Hydrocarbures",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163870,"March 1, 2019","June 30, 2024",,IDA,0,,,0,,REPUBLIC OF MADAGASCAR,Investment Project Financing,B,,Energy Transmission and Distribution,Renewable Energy Solar,Public Administration - Energy and Extractives,,,P163870
,Western and Central Africa,Central African Republic,Active,CAR Emergency Electricity Supply and Access Project,The PDO is to increase electricity supply and access in Central African Republic.,"Ministry of Development of Energy and Water Resources (MDEWR), Energie Centrafricaine (ENERCA), Ministry of Economy, Planning, and International Corporation",No,https://projects.worldbank.org/en/projects-operations/project-detail/P164885,"February 28, 2019","February 28, 2024",,IDA,0,,,0,,Central African Republic,Investment Project Financing,B,,Renewable Energy Solar,Energy Transmission and Distribution,Public Administration - Energy and Extractives,,,P164885
,Latin America and Caribbean,Federative Republic of Brazil,Active,Paraiba Improving Water Resources Management and Services Provision,To (i) strengthen capacity for integrated water resources management in the State; (ii) improve reliability  of water services in th e Agreste and Borborema regions; and (iii) improve the operational efficiency of water and wastewater services in the Joao Pessoa Me tropolitan Region.,CAGEPA - State Water and Sanitation Company,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165683,"February 28, 2019","June 30, 2026",,Other,207086000,,,207086000,,,Investment Project Financing,B,,"Public Administration - Water, Sanitation and Waste Management",Water Supply,Sanitation,,,P165683
,East Asia and Pacific,Republic of the Marshall Islands,Closed,Multisectoral Early Childhood Development Project,To improve coverage of multisectoral early childhood development services,"Ministry of Education, Sports and Training, Ministry of Culture and Internal Affairs, Ministry of Health and Human Services, Office of Chief Secretary, Ministry of Finance",No,https://projects.worldbank.org/en/projects-operations/project-detail/P166800,"February 28, 2019","December 31, 2022",,Other,0,,,0,,The Republic of the Marshall Islands,Investment Project Financing,B,,Public Administration - Health,Social Protection,Early Childhood Education,,,P166800
,South Asia,Republic of India,Closed,Dam Rehabilitation & Improvement Project - Restructuring and Additional Financing,To improve the safety and operational performance of selected existing dams in the territory of the participating states.The PDO wil l be achieved through rehabilitation and improvement of dams and improvement in central and state-level institutionalcapacity to sus tainably manage dam safety administration and operation and maintenance.,"Kerala State Electricity Board, TANGEDCO Tamil Nadu, Central Water Commission under the Ministry of Water Resources, Karnataka Water Resources Development Organisation, Kerala Water Resources Department, Tamil Nadu Water Resources Department, Damodar Valley Corporation (DVC), Uttarakhand Jal Vidyut Nigam Limited, Odisha Water Resource Department, Madhya Pradesh Water Resources Department",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166977,"February 28, 2019",,,Other,0,,,0,,"Kerala State Electricity Board, TANGEDCO Tamil Nadu, Central Water Commission under Minsitry of Water Resources, River Development and Ganga Rejuvenation, Karnataka Water Resources Development Organisation, Department of Economic Affairs, Kerala Water Resources Department, Tamil Nadu Water Resources Department, Damodar Valley Corporation (DVC), Uttarakhand Jal Vidyut Nigam Limited, Odisha Water Resource Department, Madhya Pradesh Water Resources Department",Investment Project Financing,,,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",,,,P166977
,Eastern and Southern Africa,Democratic Republic of the Congo,Active,AF III DRC Health System Strengthening for Better Maternal and Child Health Results,"To improve utilization and quality of maternal and child health services in targeted areas within the Recipient's Territory and,   t o provide an immediate and effective response to an eligible crisis or emergency","Ministry of Health, Democratic Republic of Congo, Ministry Of Finances",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P169753,"February 27, 2019",,,IDA,0,,,0,,Republic Democratic of Congo,Investment Project Financing,,,Health,,,,,P169753
,South Asia,Democratic Socialist Republic of Sri Lan,Closed,Framework Development and Infrastructure Financing to Support Public-Private Partnerships Project,The Project Development Objective is to support the preparation of Public-Private Partnerships that will enable the Government of Sr i Lanka to facilitate private sector financing for the development of its priority infrastructure and services.,Ministry of Finance,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P163864,"February 21, 2019","February 19, 2020",,Other,0,,,0,,Democratic Socialist Republic of Sri Lanka,Investment Project Financing,A,,Central Government (Central Agencies),,,,,P163864
,Western and Central Africa,Republic of Ghana,Closed,AF - Ghana: Public Financial Management Reform Project - Additional Financing,"The project development objective (PDO) is to improve the budget management, financial control and reporting of the Government of Ghana.",Ministry of Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162886,"February 11, 2019",,,Grants,3000000,,,3000000,"3,000,000",Government of Ghana,Investment Project Financing,C,,Central Government (Central Agencies),,,,,P162886
,Western and Central Africa,Republic of Congo,Active,LISUNGI Safety Nets System Project II,"""Strengthen the social safety nets system and its programs aimed at improving both access to health and education services and produ ctivity among poor and vulnerable households in participating areas.""","Ministry of Social Affairs and Humanitarian Action, Ministry of Social Affairs, UGP LISUNGI, PMU Lisungi",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166143,"February 7, 2019",,,IDA,0,,,0,,Republic of Congo,Investment Project Financing,,,Social Protection,Public Administration - Social Protection,Health,,,P166143
,Europe and Central Asia,Republic of Turkiye,Closed,Partnership for Market Readiness 2 Project,"The development objective(DO) is to support Turkey in developing the legal, institutional and technical framework for piloting an em issions trading scheme (ETS).",,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P168730,"February 5, 2019","February 28, 2021",,Grants,2000000,,,2000000,"2,000,000",Republic of Turkey,Investment Project Financing,,,Public Administration - Energy and Extractives,,,,,P168730
,South Asia,Nepal,Active,Nepal:  Private Sector-Led Mini-Grid Energy Access Project,The PDO is to increase energy generation capacity from the renewable energy systems in selected areas by mobilizing private develope rs.,Alternative Energy Promotion Centre (AEPC),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P149239,"January 30, 2019","April 30, 2023",,Grants,8000000,,,8000000,"7,610,000",Nepal,Investment Project Financing,F,,Public Administration - Energy and Extractives,Renewable Energy Wind,Renewable Energy Solar,,,P149239
,Western and Central Africa,Western and Central Africa,Active,SWEDD Additional Financing for Benin,"The development objective is to increase women and adolescent girls’ empowerment and their access to quality reproductive, childand maternal health services in selected areas of the participating countries, including the Recipients' territory, and to improveregion al knowledge generation and sharing as well as regional capacity and coordination.","Ministere de la Population, Ministere de l'amenagement du territoire et de la population, Ministre du Plan",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P166813,"January 25, 2019",,,IDA,0,,,0,,"Government of Cote d'Ivoire, Government of Mauritania, Government of Niger, Government of Burkina Faso, Government of Mali, Government of Chad, Government of Benin",Investment Project Financing,,,Public Administration - Health,Health,Workforce Development and Vocational Education,,,P166813
,East Asia and Pacific,Socialist Republic of Vietnam,Active,Vietnam HCFC Phaseout Project Stage II,"The project development objective is to reduce HCFC consumption in order to assist Vietnam meet its HCFC phase-out obligations under the Montreal Protocol, and to reduce greenhouse gas emissions arising from the replacement of these HCFCs.",Ministry of Natural Resources and Environment,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P152232,"January 25, 2019","December 31, 2023",,Grants,14644834,,,14644834,"14,640,000",Socialist Republic of Vietnam,Investment Project Financing,B,,Manufacturing,"Public Administration - Industry, Trade and Services",,,,P152232
,Western and Central Africa,Republic of Sierra Leone,Active,Sierra Leone Financial Inclusion Project,The objective of the project is to increase the interoperability of digital payments and access to financial services.,Bank of Sierra Leone,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166601,"January 17, 2019","June 30, 2025",,IDA,0,,,0,,Republic of Sierra Leone,Investment Project Financing,C,,ICT Services,ICT Infrastructure,Banking Institutions,,,P166601
,East Asia and Pacific,Tuvalu,Active,TV: Telecommunications and ICT Development Project,"The Project Development Objective is to facilitate improved access to, and reduced cost of, internet services in Tuvalu.","Ministry of Justice, Communications and Foreign Affairs",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P159395,"January 15, 2019","December 29, 2023",,IDA,29000000,,,29000000,,Ministry of Finance,Investment Project Financing,B,,ICT Infrastructure,Public Administration - Information and Communications Technologies,,,,P159395
,Western and Central Africa,Republic of Liberia,Active,Smallholder Agriculture Transformation and Agribusiness Revitalization Project (STAR-P),The development objective is to increase agricultural productivity and commercialization of smallholder farmers for selected value c hains in selected counties of Liberia.,Ministry of Agriculture,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160945,"January 15, 2019","November 30, 2024",,Other,25000000,,,25000000,"23,000,000",Ministry of Finance and Development Planning,Investment Project Financing,B,,"Agricultural markets, commercialization and agri-business","Public Administration - Industry, Trade and Services",,,,P160945
,Latin America and Caribbean,Republic of Peru,Active,Integrated Forest Landscape Management Project,"The project objective is to strengthen sustainable management and use of forest landscapes in the Raimondi, Sepahua and Tahuanía dis tricts of the Atalaya province.",Ministry of Environment and Natural Resources,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P163023,"January 4, 2019","August 31, 2024",,Grants,0,,,0,"12,200,000",Ministry of Economy and Finance,Investment Project Financing,B,,Forestry,"Public Administration - Agriculture, Fishing & Forestry",,,,P163023
,Western and Central Africa,Republic of Niger,Active,Niger Adaptive Safety Net Project 2,The PDO is to improve the capacity of the Niger adaptive safety nets system to respond to shocks and to provide access for poor and vulnerable people to safety nets and accompanying measures.,Cellule Filets Sociaux,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166602,"January 3, 2019","June 30, 2026",,IDA,0,,,0,,REPUBLIC OF NIGER,Investment Project Financing,B,,Social Protection,Public Administration - Social Protection,,,,P166602
,Western and Central Africa,Republic of Senegal,Active,Senegal - Additional Financing to the Social Safety Net Project,The objectives of the Project are to: (a) support the establishment of building blocks for the social safety net system; and (b) inc rease the access of poor and vulnerable households to targeted and adaptive cash transfers programs.,Delegation Generale a la Protection Sociale et la Solidarite Nationale,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162354,"January 3, 2019",,,IDA,0,,,0,,Ministere de l’Economie et des Finances et du Plan,Investment Project Financing,,,Social Protection,Public Administration - Social Protection,,,,P162354
,East Asia and Pacific,Socialist Republic of Vietnam,Closed,VIETNAM QUALITY IMPROVEMENT OF PRIMARY EDUCATION FOR DEAF CHILDREN PROJECT (QIPEDC),The project development objective is to increase access for deaf children to Vietnamese sign language-based primary education in se lected schools within the participating provinces and improve their learning outcomes.,Ministry of Education and Training,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160543,"December 27, 2018","August 30, 2022",,Grants,3000000,,,3000000,"3,000,000",The Socialist Republic of Vietnam,Investment Project Financing,,,Primary Education,Public Administration - Education,,,,P160543
,East Asia and Pacific,Socialist Republic of Vietnam,Active,Revenue Administration Reform Support (RARS),The development objectives of the project are: (i) to develop tax policy and legislation proposals for enhancing domestic resources mobilization and streamlining the tax regime; and (ii) to enhance risk-based tax administration performance.,Ministry of Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164410,"December 24, 2018","March 31, 2023",,Grants,4199805,,,4199805,"4,200,000",Socialist Republic of Vietnam,Investment Project Financing,C,,Central Government (Central Agencies),ICT Services,,,,P164410
,Latin America and Caribbean,Sint Maarten,Active,Sint Maarten Emergency Debris Management Project,To manage debris from the hurricane and reconstruction activities to facilitate recovery and reduce risks.,"National Recovery Program Bureau, Ministry of General Affairs",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167347,"December 20, 2018","December 31, 2023",,Grants,25000000,,,25000000,"25,000,000",Sint Maarten National Recovery Program Bureau,Investment Project Financing,A,,Waste Management,"Public Administration - Water, Sanitation and Waste Management",,,,P167347
,South Asia,Islamic  Republic of Afghanistan,Closed,Tackling Afghanistan’s Government HRM and Institutional Reforms,"To strengthen the capacity of selected line ministries and agencies through merit-based recruitment of key positions, improved perso nnel management, and better HR planning.",Independent Administrative Reform and Civil Service Commission,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166978,"December 19, 2018","December 31, 2022",,Grants,0,,,0,"50,000,000",Ministry of Finance,Investment Project Financing,C,,Central Government (Central Agencies),,,,,P166978
,South Asia,Islamic  Republic of Afghanistan,Active,Cities Investment Program,"The CIP Program Development Objective (PRDO) is to improve the sustainability and livability of nine regionally-balanced Provincial Capital Cities (PCCs).

The Project Development Objective (PDO) for the first in the Series of Projects (SOP I) is to introduce impr oved municipal finance and management systems, rehabilitate municipal infrastructure and support COVID- 19 recovery efforts in the f ive participating PCCs.

The Project Development Objective (PDO) for SOP II is to rollout sustainable municipal finance and manageme nt systems and expand municipal infrastructure and service coverage in nine participating PCCs",Independent Directorate for Local Governance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P160619,"December 19, 2018","June 30, 2024",,Grants,35000000,,,35000000,"17,500,000",Islamic Republic of Afghanistan,Investment Project Financing,B,,Sub-National Government,,,,,P160619
,Europe and Central Asia,Republic of Uzbekistan,Active,Medium-Size Cities Integrated Urban Development Project,The proposed PDO is to support the Borrower to: (1) improve access to selected urban infrastructure (including public spaces) and se rvices in Participating Cities; and (2) to strengthen the institutional capacity of the Borrower’s relevant agencies to deliver and manage local infrastructure.,Ministry of Investment and Foreign Trade,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162929,"December 18, 2018","December 31, 2027",,Other,0,,,0,,"Ministry of Investments and Foreign Trade (MIFT), Republic of Uzbekistan",Investment Project Financing,B,,Sub-National Government,Tourism,ICT Services,,,P162929
,East Asia and Pacific,Kingdom of Cambodia,Active,Additional Financing for Health Equity and Quality Improvement Project (H-EQIP),"To improve access to quality health services for the targeted population groups, with protection against impoverishment due to the c ost of health services in the Kingdom of Cambodia, and to provide immediate and effective response in case of an eligible crisis or  emergency.",Ministry of Health,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167351,"December 18, 2018",,,Grants,8000000,,,8000000,"6,000,000",Kingdom of Cambodia,Investment Project Financing,,,Health,,,,,P167351
,Latin America and Caribbean,Federative Republic of Brazil,Active,SABESP - IMPROVING WATER SERVICE ACCESS AND SECURITY IN THE METROPOLITAN REGION OF SÃO PAULO PROJECT,The Project Development Objectives are to increase access of  vulnerable  people to water services and to contribute to the reductio n of water losses and pollution loads in the Metropolitan Region of São Paulo.,SABESP,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165695,"December 18, 2018","June 16, 2025",,Other,0,,,0,,SABESP,Investment Project Financing,B,,Water Supply,Sanitation,,,,P165695
,Europe and Central Asia,Republic of Kosovo,Active,Real Estate & Geospatial Infrastructure Project,The Project Development Objective is to increase the quality and availability of land administration and geospatial data and service s.,"Kosovo Cadastral Agency, Ministry of Environment, Spatial Planning and Infrastructure",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164555,"December 18, 2018","August 31, 2023",,IDA,0,,,0,,Republic of Kosovo,Investment Project Financing,B,,"Public Administration - Industry, Trade and Services",Housing Construction,ICT Services,,,P164555
,East Asia and Pacific,People's Republic of China,Active,China HCFC Phaseout Project Stage II,"The project development objective is to reduce HCFC production and consumption, as well as to avoid and reduce the use of high globa l warming controlled substances in the consumption sector and the emissions of greenhouse gases from the production sector.","Ministry of Ecology and Environment, Foreign Economic Cooperation Office",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P156397,"December 14, 2018","December 31, 2027",,Other,573390000,,,573390000,"141,470,000",People's Republic of China,Investment Project Financing,B,,"Other Industry, Trade and Services",Other Public Administration,,,,P156397
,Middle East and North Africa,Republic of Yemen,Closed,Yemen Emergency Crisis Response Project - Third Additional Financing,The Project Development Objective is to provide short-term employment and access to selected basic services to the most vulnerable; preserve existing implementation capacity of service delivery programs; and provide emergency cash transfers to the poor and vulnera ble in response to the food crisis.,"UNDP, UNICEF",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P164564,"December 14, 2018",,,Grants,148630000,,,148630000,"8,630,000","UNDP, United Nations Children's Emergency Fund (UNICEF)",Investment Project Financing,,,Social Protection,Public Administration - Social Protection,,,,P164564
,Latin America and Caribbean,Dominican Republic,Active,Additional Financing - Support to the National Education Pact Project,"The objective of the Project is to improve the Borrower&rsquo;s capacity to: (i) recruit and train primary and secondary school teachers, (ii) assess student learning in primary and secondary education, (iii) evaluate the quality of service provided by Public Early Childhood Development Centers, and (iv) enhance the process for decentralizing public school management.&nbsp;",Ministry of Education,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167815,"December 13, 2018",,,IBRD,0,,,0,,Dominican Republic,Investment Project Financing,,,Public Administration - Education,Primary Education,Secondary Education,,,P167815
,Western and Central Africa,Republic of Cabo Verde,Active,Social Inclusion Project,To support the Recipient's efforts in building an effective social protection system that promotes social and productive inclusion.,Ministerio da Familia e Inclusao Social - Ministry of Family and Social Inclusion,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165267,"December 13, 2018","April 30, 2023",,IDA,10000000,,,10000000,,Republic of Cabo Verde,Investment Project Financing,C,,Social Protection,Public Administration - Social Protection,,,,P165267
,South Asia,Republic of India,Active,Jharkhand Municipal Development Project,The Project Development Objective (PDO) is to provide improved access to basic urban services and management capacity in participati ng Urban Local Bodies (ULBs) in Jharkhand.,"Urban Development and Housing Department, Government of Jharkhand",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P158502,"December 12, 2018","October 31, 2025",,Other,185000000,,,185000000,,India,Investment Project Financing,A,,Sub-National Government,Water Supply,Waste Management,,,P158502
,East Asia and Pacific,Republic of the Union of Myanmar,Closed,Decentralizing Funding to Schools Project,The objective of the AF is to improve inclusiveness of school funding management and enhance support to teachersâ professional dev elopment while increasing transition rates of poor and at-risk students.,Ministry of Education,No,https://projects.worldbank.org/en/projects-operations/project-detail/P157231,"December 10, 2018","July 20, 2021",,Grants,54000000,,,54000000,"54,000,000",Republic of the Union of Myanmar,Investment Project Financing,B,,Other Education,Public Administration - Education,Primary Education,,,P157231
,South Asia,People's Republic of Bangladesh,Active,Livestock and Dairy Development Project,"The project development objective is to improve productivity, market access, and resilience of small-holder farmers and agro-entrepr eneurs operating in selected livestock value chains in target areas.",Department of Livestock Services,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P161246,"December 6, 2018","July 31, 2025",,Other,0,,,0,,People's Republic of Bangladesh,Investment Project Financing,B,,Livestock,"Public Administration - Agriculture, Fishing & Forestry",Health,,,P161246
,Europe and Central Asia,Republic of Belarus,Closed,SUPPORT TO PREPARATION AND IMPLEMENTATION OF THE 2019 POPULATION CENSUS IN BELARUS,"The project supports improved quality and availability/usability of 2019 Population Census data through methodological and technolog ical innovations in data collection, processing and reporting.",National Statistical Committee of the Republic of Belarus,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P167583,"December 4, 2018","June 30, 2021",,Grants,0,,,0,"1,900,000",Republic of Belarus,Investment Project Financing,,,Central Government (Central Agencies),ICT Services,,,,P167583
,Eastern and Southern Africa,Republic of Mozambique,Active,Mozambique Land Administration Project (Terra Segura),"The Project Development Objective is to a) strengthen land tenure security in selected districts and improve the efficiency and acce ssibility of land administration services, and b) provide immediate and effective response to the emergency in Northern Mozambique.","Ministry of Land and Environment, National Fund for Social Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164551,"December 4, 2018","March 29, 2024",,IDA,0,,,0,,National Fund for Sustainable Development,Investment Project Financing,B,,ICT Infrastructure,"Other Agriculture, Fishing and Forestry",Other Public Administration,,,P164551
,Western and Central Africa,Burkina Faso,Closed,Burkina Faso: Emergency Recurrent Cost Financing Project,Support the Government in enhancing food security readiness and delivery of core services in health and education in the crises affe cted regions.,"Ministry of Economy, Finance and Development",No,https://projects.worldbank.org/en/projects-operations/project-detail/P169486,"November 29, 2018","December 31, 2021",,IDA,0,,,0,,Burkina Faso,Investment Project Financing,,Moderate,Public Administration - Education,Health,Sub-National Government,,,P169486
,Eastern and Southern Africa,Republic of Kenya,Active,Kenya Social and Economic Inclusion Project,To strengthen delivery systems for enhanced access to social and economic inclusion services and shock-responsive safety nets for po or and vulnerable households.,"National Drought Managemnet Authority, Ministry of Labour and Social Protection",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164654,"November 27, 2018","December 31, 2023",,Grants,0,,,0,,Republic of Kenya,Investment Project Financing,B,,Social Protection,Health,Other Public Administration,,,P164654
,Eastern and Southern Africa,Somali Democratic Republic,Closed,Somali Urban Investment Planning Project Additional Financing,"To provide: (i) an assessment of the feasibility of, and preliminary plans for, selected urban investment and institutional strength ening activities in targeted cities, and (ii) enhanced project preparation and implementation capacity of participating agencies.","Kismayo Municipality, Hargeisa Water Agency, Hargeisa Municipality, Baidoa Municipality, Mogadishu Municipality, Garowe Municipality",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166591,"November 27, 2018",,,Grants,3000000,,,3000000,"3,000,000",Ministry of Finance,Investment Project Financing,,,Sub-National Government,,,,,P166591
